battery_power,talk_time,clock_speed,dual_sim,int_memory,nr_cores,ram,mobile_dep,mobile_wei,screen_height,screen_width,px_height,px_width,touch_screen,three_g,four_g,wifi,bluetooth,primary_cam,front_cam,price_range
867,18,1.5,No,57,4,2157,0.1,159,8,6,289,724,No,Yes,Yes,No,Yes,0,0,1
1949,20,2.6,Yes,47,4,1433,0.3,199,11,5,407,822,No,No,No,Yes,No,7,4,1
609,14,0.5,No,26,4,1866,0.3,93,11,10,938,1948,Yes,Yes,No,Yes,No,4,3,1
1433,19,2.3,No,5,5,2132,0.1,129,18,15,420,784,No,Yes,Yes,Yes,Yes,11,2,1
1744,14,2.8,No,62,1,345,0.7,158,10,6,621,1558,No,Yes,Yes,No,No,0,0,0
798,14,2.4,No,4,3,2965,0.2,96,15,7,526,643,Yes,Yes,No,No,No,9,5,2
1958,3,0.5,No,52,1,3064,0.4,153,7,6,1524,1848,No,Yes,Yes,No,No,14,6,3
659,2,2.7,No,6,3,2044,0.5,110,15,5,1054,1929,No,Yes,Yes,Yes,No,7,6,1
1348,8,1.3,No,43,5,3914,0.4,116,10,3,204,501,No,Yes,No,Yes,No,6,0,3
516,15,0.7,Yes,30,1,3731,0.9,138,17,13,126,698,No,No,No,No,Yes,12,1,2
1558,17,2.5,No,32,5,878,0.1,114,16,5,322,1385,Yes,Yes,Yes,Yes,Yes,3,2,0
539,9,0.6,Yes,21,7,3597,0.1,145,14,5,551,599,No,No,No,No,Yes,14,9,2
1131,16,0.5,Yes,49,5,1835,0.6,101,19,13,658,878,Yes,Yes,No,No,Yes,18,11,1
1829,5,2.1,No,59,5,3142,0.1,91,16,6,1457,1919,Yes,Yes,No,Yes,Yes,15,8,3
1232,15,1.2,No,30,6,1656,0.9,131,8,4,625,761,Yes,Yes,No,Yes,No,14,12,1
1122,3,2.8,No,28,3,1402,0.6,184,14,10,1578,1963,Yes,No,No,No,No,4,0,1
860,20,1.3,Yes,40,3,2832,0.7,170,13,7,1573,1581,Yes,Yes,Yes,Yes,Yes,13,8,2
1882,11,1.3,Yes,47,2,2500,0.2,140,17,1,119,652,No,No,No,Yes,Yes,13,8,2
685,2,0.5,Yes,13,7,3210,0.8,82,15,7,1091,1203,Yes,Yes,Yes,Yes,No,15,8,3
936,12,0.5,Yes,14,3,3761,0.1,164,13,1,150,1677,No,Yes,Yes,No,No,17,14,3
772,3,1.1,Yes,39,7,2819,0.8,81,17,15,1314,1854,Yes,Yes,No,No,No,14,12,3
1210,17,1.6,Yes,57,4,1886,0.5,111,16,0,329,1039,No,Yes,No,Yes,Yes,20,9,1
1413,2,0.5,Yes,51,5,3383,0.3,117,16,5,187,517,No,No,No,No,No,11,5,3
1472,11,3,No,20,2,797,0.3,169,6,1,443,892,Yes,Yes,Yes,No,No,6,4,0
672,6,0.5,No,35,8,1403,0.1,99,16,7,574,1267,No,Yes,Yes,No,No,17,7,0
1901,12,0.5,No,41,2,368,0.6,131,5,1,3,1662,No,Yes,Yes,No,Yes,17,5,0
1442,20,1,Yes,27,3,2227,0.1,192,6,5,231,687,Yes,Yes,No,No,No,19,0,1
1494,4,1.6,No,45,5,3208,0.8,158,11,9,449,790,No,Yes,Yes,No,No,4,3,3
704,15,2.2,Yes,53,6,3653,0.2,186,7,1,251,1013,Yes,Yes,No,Yes,No,6,4,2
1836,18,1.7,Yes,26,6,3097,0.1,134,5,0,408,1139,Yes,No,No,No,Yes,16,3,3
1154,12,1.1,Yes,5,1,1470,0.2,98,12,0,539,1240,No,Yes,Yes,No,No,13,2,1
934,7,2,Yes,30,8,703,0.7,182,10,8,521,1190,No,No,No,Yes,No,15,2,0
1725,5,0.5,Yes,52,6,1243,1,185,19,18,1125,1195,Yes,Yes,Yes,Yes,No,12,8,1
1009,13,2.8,Yes,2,7,2286,0.6,115,19,8,267,1841,No,Yes,Yes,No,Yes,15,7,2
1002,18,1.8,No,45,7,1234,0.7,180,19,13,948,1007,Yes,Yes,No,No,Yes,7,1,0
807,4,0.5,Yes,37,4,2319,0.2,127,5,4,245,829,No,No,No,No,Yes,0,0,1
1502,16,1.2,No,54,5,3693,0.2,138,17,14,65,588,Yes,Yes,No,No,Yes,12,0,3
1449,8,0.8,Yes,10,1,1032,0.2,144,10,0,1518,1883,Yes,Yes,Yes,Yes,No,12,3,1
1170,8,1.2,No,30,8,1073,0.4,83,6,4,27,1722,Yes,Yes,No,No,Yes,15,4,0
672,14,0.5,Yes,54,4,667,0.9,95,17,8,578,1143,No,No,No,No,Yes,11,0,0
1976,13,0.7,Yes,32,2,3699,0.8,171,17,11,1301,1922,Yes,No,No,Yes,Yes,7,4,3
1156,15,1.2,Yes,50,2,470,0.8,159,7,0,322,547,Yes,Yes,Yes,No,Yes,0,0,0
1606,2,0.5,Yes,33,5,3437,0.9,200,11,1,157,770,No,Yes,Yes,No,Yes,0,0,3
512,15,0.5,Yes,15,3,2610,0.9,83,18,14,249,1849,Yes,No,No,Yes,Yes,15,7,2
915,13,0.5,Yes,33,2,2156,0.3,199,7,3,503,986,Yes,Yes,Yes,No,Yes,16,9,1
659,16,0.5,Yes,5,8,2190,0.3,169,16,10,659,730,Yes,Yes,Yes,No,No,10,7,1
922,12,0.7,No,47,8,1464,1,157,17,4,1295,1808,No,Yes,Yes,Yes,Yes,14,0,1
1872,15,2.3,No,44,3,1955,0.7,134,9,4,459,1259,No,Yes,No,Yes,Yes,15,6,2
1996,12,2.5,No,51,4,2236,0.4,122,8,7,671,1445,No,Yes,Yes,Yes,No,9,5,2
1070,20,3,No,19,7,2647,0.8,160,14,13,90,1614,Yes,No,No,No,Yes,16,9,2
504,15,0.5,Yes,16,1,701,0.1,166,17,15,767,1665,No,Yes,No,Yes,Yes,9,5,0
648,13,0.5,Yes,54,5,3124,0.4,109,5,0,1153,1817,No,Yes,Yes,No,Yes,20,9,3
538,9,0.8,No,2,7,417,0.8,177,8,4,235,662,No,Yes,Yes,Yes,No,13,12,0
940,9,2.9,No,16,4,2192,0.7,115,15,13,499,1090,Yes,Yes,No,Yes,No,1,0,1
668,7,2.9,Yes,30,8,2399,0.2,195,10,5,522,1056,Yes,Yes,No,Yes,No,12,7,1
1905,16,0.6,Yes,36,3,1287,0.4,119,13,4,825,1542,No,Yes,Yes,No,No,20,9,1
615,5,0.5,Yes,58,5,1906,0.5,130,14,5,1021,1958,No,Yes,No,No,Yes,8,7,1
1126,12,2.4,No,10,6,2050,0.4,160,7,6,1223,1611,Yes,Yes,Yes,Yes,Yes,3,2,2
825,14,1.5,No,38,3,716,0.4,94,11,4,540,783,Yes,No,No,No,Yes,18,11,0
1969,7,0.8,Yes,7,8,315,0.2,85,16,7,332,764,Yes,Yes,Yes,No,No,20,5,0
504,16,2.8,Yes,40,3,470,0.5,178,6,0,626,1195,No,Yes,No,No,No,0,0,0
1259,4,1.2,Yes,13,2,340,0.5,97,17,13,1210,1989,No,Yes,No,Yes,No,0,0,0
1428,13,1.6,No,7,4,1808,0.1,153,12,8,584,983,Yes,No,No,No,Yes,2,0,1
1703,13,0.5,No,22,1,1046,0.6,192,5,4,286,1235,No,Yes,Yes,Yes,Yes,0,0,0
1485,11,1,No,32,2,2147,0.7,84,19,1,510,1013,Yes,Yes,Yes,No,No,9,2,2
1592,7,2.1,No,50,2,2103,0.1,181,19,8,510,522,No,Yes,Yes,No,No,17,6,1
804,11,0.8,Yes,41,1,2027,0.9,89,11,5,709,818,No,Yes,Yes,No,Yes,13,12,1
610,12,1.6,Yes,52,4,3472,0.4,90,10,4,1039,1273,Yes,Yes,No,Yes,Yes,19,9,3
1954,13,0.6,Yes,7,3,3438,0.9,126,17,12,673,690,No,Yes,No,No,No,9,8,3
563,9,0.5,Yes,41,5,2603,0.9,145,11,2,1263,1716,Yes,Yes,Yes,No,Yes,6,2,2
848,19,1.5,Yes,36,4,2289,0.3,151,10,2,56,527,Yes,Yes,Yes,Yes,Yes,16,4,1
1562,3,1.2,Yes,52,7,2829,0.1,105,13,10,480,728,Yes,Yes,Yes,Yes,Yes,9,0,2
843,20,1.8,Yes,16,5,3673,0.1,166,12,1,981,1096,No,Yes,No,Yes,No,6,0,3
1887,16,3,Yes,17,8,3348,0.2,126,18,16,1172,1798,Yes,Yes,Yes,No,Yes,7,6,3
1237,16,2.5,No,13,4,2528,0.8,98,11,8,18,1004,No,No,No,No,Yes,12,7,2
1436,8,2.4,Yes,23,5,2488,0.3,106,8,4,189,1411,No,Yes,Yes,No,Yes,4,3,2
1000,20,2.7,No,58,5,862,1,135,7,0,461,833,No,Yes,Yes,No,No,12,1,0
1154,4,0.5,No,14,7,587,0.7,156,8,3,251,1801,Yes,Yes,Yes,Yes,No,14,12,0
1097,12,1.4,No,60,1,509,0.8,181,15,12,405,519,No,Yes,No,No,No,17,0,0
1811,4,2,No,22,2,2847,0.2,82,9,2,358,614,No,Yes,Yes,Yes,Yes,8,3,2
990,6,2.7,Yes,15,2,2698,0.9,153,11,8,1466,1717,No,Yes,No,No,Yes,7,3,2
987,15,1.9,No,52,3,2757,0.5,83,17,12,419,736,Yes,Yes,Yes,No,Yes,8,4,2
1057,13,2.1,No,5,5,3705,0.5,154,6,4,416,1055,No,Yes,No,No,No,13,4,3
1290,15,0.5,No,3,6,1214,0.1,143,9,8,600,1109,Yes,No,No,Yes,No,4,0,1
757,10,0.9,Yes,64,7,3433,0.5,157,6,5,114,819,Yes,Yes,No,No,Yes,5,4,2
1414,13,1.5,Yes,44,2,3490,0.5,180,16,12,44,1118,Yes,No,No,No,Yes,6,5,3
1181,18,2.3,No,61,2,2020,0.6,116,6,0,385,831,Yes,Yes,Yes,No,No,16,12,1
912,4,2.8,Yes,46,4,851,0.4,84,8,4,995,1310,Yes,Yes,Yes,Yes,Yes,11,6,0
1926,17,1.1,No,50,6,3809,0.2,179,17,12,371,1000,Yes,Yes,Yes,No,Yes,17,13,3
623,16,0.8,No,26,7,1769,0.3,197,10,1,484,1238,No,Yes,Yes,No,Yes,12,6,1
1476,3,1.2,Yes,55,4,1529,0.1,171,13,8,1641,1666,No,Yes,Yes,Yes,Yes,5,0,2
1179,16,0.5,No,32,2,340,0.3,182,16,5,85,1451,No,Yes,Yes,No,Yes,12,7,0
673,17,1.7,Yes,22,1,2050,0.1,88,7,2,594,1088,Yes,Yes,Yes,No,Yes,5,3,1
633,11,1.4,No,46,6,1401,0.7,102,19,14,709,1915,Yes,Yes,Yes,No,Yes,10,0,1
1557,9,2.8,Yes,2,5,2690,0.1,123,18,16,1107,1442,No,No,No,Yes,No,20,16,3
1358,4,0.5,No,36,4,3068,0.3,155,9,4,1565,1858,Yes,Yes,Yes,No,Yes,14,11,3
1501,16,1.1,No,2,1,2487,0.2,187,13,12,198,1056,Yes,Yes,Yes,Yes,No,15,12,2
885,5,2.3,Yes,15,7,1410,0.4,103,16,10,769,802,Yes,Yes,Yes,Yes,No,0,0,0
1273,11,1,No,48,4,1767,0.4,99,18,15,490,886,Yes,Yes,Yes,No,No,15,3,1
1793,15,1.8,Yes,12,6,3533,0.5,169,16,14,1086,1418,Yes,Yes,No,Yes,No,17,10,3
1332,9,0.8,Yes,11,2,1285,0.5,187,5,0,758,1165,Yes,Yes,No,No,No,4,2,1
1396,19,0.6,No,37,4,2694,0.7,134,18,3,560,1177,No,No,No,Yes,Yes,15,0,2
848,15,2.8,No,8,7,436,0.1,103,10,6,7,1294,Yes,Yes,No,Yes,Yes,3,1,0
1762,4,0.6,No,26,6,2661,0.1,83,9,7,525,704,Yes,Yes,Yes,No,No,14,3,2
1021,7,0.5,Yes,53,3,2631,0.7,136,17,3,905,1988,Yes,Yes,Yes,No,Yes,6,0,2
1278,11,1,No,24,3,3141,0.8,170,6,2,1352,1775,Yes,Yes,Yes,Yes,Yes,16,7,3
1595,6,1.9,Yes,63,1,908,0.9,88,18,13,1475,1988,No,No,No,Yes,No,20,1,1
583,7,0.9,Yes,51,8,1799,0.9,88,16,9,1658,1794,Yes,No,No,No,Yes,2,1,1
1577,12,0.5,Yes,42,5,2060,0.3,197,19,6,1045,1737,No,Yes,Yes,No,No,4,0,2
1514,15,1.4,No,12,3,1037,0.6,138,15,3,306,538,No,Yes,Yes,Yes,Yes,4,3,0
920,5,2.1,Yes,25,7,785,0.4,115,10,7,209,1078,Yes,No,No,Yes,No,14,5,0
1039,10,1.3,No,12,8,1619,0.8,200,7,1,1428,1827,Yes,Yes,Yes,Yes,No,0,0,1
1334,8,2.4,No,42,5,2542,0.6,115,10,1,1187,1974,No,Yes,Yes,No,Yes,14,5,3
1686,2,2.8,Yes,38,4,2958,0.1,166,14,11,397,1453,No,No,No,No,Yes,4,3,3
1876,2,1.3,Yes,64,3,3132,1,98,17,0,600,1211,Yes,Yes,Yes,Yes,No,19,9,3
793,12,1.2,Yes,38,4,3139,0.6,176,6,1,1226,1815,Yes,Yes,Yes,Yes,No,7,1,3
1589,14,2.2,Yes,58,4,3961,0.1,128,16,14,957,1911,No,Yes,No,Yes,Yes,4,2,3
993,6,2.3,Yes,16,7,1113,0.4,106,14,1,424,1639,No,No,No,Yes,Yes,13,0,0
1063,20,1.5,No,3,4,1919,0.9,155,12,10,394,849,Yes,Yes,No,No,No,10,7,1
1193,4,0.9,No,26,1,536,0.5,166,17,14,730,1729,No,Yes,No,Yes,No,20,11,0
794,18,2.5,Yes,14,3,2171,0.6,197,19,8,312,1376,No,No,No,Yes,No,19,15,1
1972,8,2.9,No,14,7,1316,0.4,196,8,1,293,952,Yes,Yes,No,No,No,18,9,1
989,5,1.6,Yes,24,8,2819,0.6,156,16,13,614,679,No,Yes,Yes,Yes,Yes,17,11,2
864,12,2.5,No,24,4,3964,0.7,148,13,8,1362,1378,Yes,Yes,Yes,No,No,15,10,3
1426,3,2.5,No,55,1,2562,0.4,109,5,1,777,1032,No,Yes,Yes,No,Yes,7,2,2
1596,13,2.9,Yes,7,2,2493,0.7,149,14,12,169,1190,Yes,Yes,No,Yes,No,9,7,2
1757,4,0.5,No,49,6,2056,0.5,180,7,5,265,713,No,No,No,No,No,14,8,1
1128,11,1.1,No,46,8,1434,0.9,135,5,0,751,1582,No,Yes,Yes,No,Yes,10,9,1
1590,18,0.6,Yes,7,3,1201,0.3,122,12,3,1464,1595,Yes,Yes,No,Yes,No,17,0,1
1413,4,0.5,Yes,39,5,3878,0.1,185,19,16,1039,1318,No,Yes,Yes,No,No,12,4,3
1183,3,0.5,Yes,48,8,1152,0.1,120,8,3,268,1010,No,Yes,Yes,No,Yes,12,3,0
1083,10,2,No,41,5,1543,0.7,158,18,3,937,1164,No,No,No,Yes,Yes,5,3,1
946,4,2.6,Yes,5,3,3720,0.1,166,15,7,1698,1771,Yes,No,No,No,Yes,20,17,3
875,18,1.4,Yes,43,8,3396,0.6,104,14,2,902,969,No,Yes,Yes,No,Yes,3,1,3
1561,10,0.5,Yes,4,2,1783,0.5,134,13,12,885,1811,Yes,Yes,Yes,No,No,13,10,2
1528,14,2.4,No,37,8,733,0.2,156,15,0,306,564,Yes,Yes,No,No,No,3,2,0
896,4,1,Yes,4,1,1060,0.3,111,12,10,1379,1469,Yes,Yes,Yes,Yes,No,4,3,1
1866,20,2.5,Yes,47,5,1444,0.8,89,7,4,358,1782,No,Yes,Yes,No,Yes,9,3,1
986,19,1.5,No,23,8,2385,0.8,183,16,9,471,800,No,Yes,Yes,No,Yes,3,1,1
1615,3,0.5,No,15,4,3488,0.1,132,16,2,622,1256,No,No,No,Yes,No,16,14,3
642,13,2.8,No,34,2,3355,0.8,197,12,5,331,1011,No,No,No,No,No,15,3,2
1380,15,2.1,Yes,4,3,797,0.8,92,13,2,420,500,Yes,Yes,Yes,No,Yes,13,1,0
1970,20,0.5,Yes,15,2,1658,1,132,15,9,1399,1684,Yes,Yes,Yes,Yes,Yes,0,0,2
1759,16,1.4,No,15,4,2107,0.4,101,18,5,382,1163,Yes,Yes,Yes,No,Yes,13,10,2
1077,2,2.5,No,49,4,3454,0.6,131,17,11,334,1079,No,Yes,Yes,Yes,Yes,14,13,3
1286,4,2.3,No,16,2,424,0.1,98,10,5,18,662,Yes,Yes,Yes,No,Yes,18,10,0
961,7,1.5,Yes,51,6,2981,0.3,152,15,6,554,621,Yes,Yes,No,Yes,Yes,16,10,2
805,9,0.8,No,34,6,3647,0.6,88,18,11,1262,1538,No,Yes,No,Yes,No,2,1,3
1187,8,2.2,No,46,2,3917,0.4,145,13,11,1173,1814,No,Yes,Yes,Yes,Yes,9,0,3
648,4,1.9,Yes,8,5,2991,1,91,8,7,819,1997,No,No,No,Yes,No,19,4,2
514,20,0.7,No,57,3,687,0.1,186,6,0,168,1320,Yes,Yes,No,Yes,Yes,7,4,0
811,2,2.4,Yes,2,6,2111,0.3,106,18,7,333,1429,No,Yes,Yes,Yes,Yes,13,5,1
1470,14,1.7,Yes,45,1,3259,0.1,121,10,1,777,1090,No,Yes,No,Yes,Yes,9,6,3
826,7,0.5,Yes,57,2,323,0.5,135,17,3,354,530,No,Yes,Yes,Yes,No,0,0,0
1483,10,2.2,No,53,5,1744,0.7,169,6,3,291,651,No,Yes,Yes,No,Yes,11,3,1
659,10,2.2,No,24,8,3925,0.7,151,8,1,924,1877,Yes,Yes,Yes,Yes,No,2,0,3
1439,15,0.9,No,20,1,1790,0.8,147,19,12,626,932,No,Yes,Yes,Yes,No,17,12,1
969,8,1.8,Yes,44,3,641,0.6,158,9,1,167,909,No,Yes,Yes,Yes,No,7,2,0
1006,7,2.2,Yes,22,4,909,0.8,135,18,4,35,991,No,Yes,Yes,Yes,No,8,4,0
1624,18,2.6,Yes,58,3,1251,1,200,13,4,1530,1744,Yes,No,No,Yes,Yes,11,0,1
561,5,1,No,11,8,3421,0.1,163,16,2,492,1176,Yes,Yes,No,Yes,Yes,10,0,2
1926,14,1.7,Yes,33,3,2488,0.4,172,6,1,982,1157,No,Yes,Yes,No,Yes,2,1,2
1063,19,2,No,27,6,2668,0.2,86,12,5,201,582,No,No,No,No,No,7,0,2
1589,19,0.6,No,5,5,3430,0.8,112,7,5,776,1397,Yes,Yes,No,Yes,No,2,0,3
675,13,2.4,No,42,7,2953,0.6,187,9,5,482,874,Yes,Yes,No,No,No,2,1,2
844,7,2.2,Yes,22,7,3154,0.9,197,14,11,777,1995,No,Yes,Yes,No,No,2,1,3
1713,20,2.5,Yes,27,7,2406,0.9,127,13,10,729,974,No,Yes,No,Yes,No,3,1,2
1940,3,1,Yes,5,4,820,0.2,194,19,18,588,1809,Yes,Yes,Yes,Yes,Yes,1,0,1
1569,4,1.6,Yes,54,4,3905,0.9,190,6,2,371,665,No,Yes,Yes,No,Yes,6,4,3
1081,6,2.5,Yes,49,3,325,1,99,9,1,284,519,No,No,No,Yes,Yes,17,13,0
772,17,1,Yes,23,7,2782,0.6,97,7,0,317,1805,No,Yes,Yes,No,No,11,0,2
1379,18,1.5,No,9,8,1693,0.8,118,11,4,98,755,No,Yes,Yes,Yes,Yes,13,6,1
1758,15,0.5,No,13,8,1897,0.6,190,6,2,762,1864,No,Yes,Yes,No,Yes,14,11,2
1245,7,0.6,No,30,5,2676,0.7,105,17,8,330,1434,No,Yes,No,No,Yes,3,2,2
1195,19,1.1,Yes,8,6,643,0.9,80,14,2,327,1001,No,Yes,Yes,No,Yes,6,2,0
1770,17,2.3,Yes,7,7,1480,0.8,128,6,1,886,1552,No,Yes,No,No,No,6,0,1
726,4,2.2,No,40,4,1342,0.8,94,16,11,323,978,Yes,Yes,Yes,Yes,No,20,0,0
823,17,2.7,Yes,60,8,905,0.5,148,14,11,822,1449,Yes,Yes,No,Yes,Yes,19,13,0
1216,4,3,No,47,3,2268,0.4,199,13,5,1852,1967,Yes,No,No,Yes,No,7,4,2
1071,7,2.6,No,49,4,3393,0.3,199,6,5,1328,1970,No,Yes,No,No,No,5,0,3
1864,8,1.9,Yes,57,6,3586,0.1,181,19,9,1279,1793,No,No,No,Yes,No,6,2,3
1497,3,0.9,Yes,10,8,3696,0.1,153,9,0,98,977,No,Yes,Yes,Yes,Yes,20,4,3
781,5,1.1,No,38,5,3508,0.4,198,13,8,304,1674,No,No,No,Yes,No,7,2,3
769,20,0.5,Yes,54,4,941,0.2,112,15,8,1385,1780,No,Yes,Yes,Yes,No,19,12,0
1335,9,3,No,60,2,3615,0.8,180,5,2,83,559,No,Yes,No,No,Yes,4,3,3
1142,14,1.2,No,2,6,1747,0.6,114,7,0,623,769,Yes,No,No,No,Yes,0,0,1
626,4,2.8,Yes,11,2,1077,0.8,109,6,1,737,1759,No,Yes,Yes,Yes,Yes,9,3,0
623,3,0.9,No,3,8,3537,0.1,102,16,13,1749,1781,No,Yes,Yes,Yes,Yes,7,1,3
645,13,1.2,No,41,8,714,0.7,184,18,2,741,1130,Yes,Yes,Yes,No,No,17,6,0
1562,3,0.7,No,55,8,2096,0.1,140,15,3,1032,1776,No,No,No,No,Yes,1,0,2
1180,20,1.2,No,50,4,1464,1,144,7,3,925,1252,Yes,Yes,Yes,Yes,Yes,20,5,1
1542,16,2.3,No,43,2,3601,0.8,182,14,4,346,966,No,No,No,No,No,11,1,3
754,5,0.5,Yes,59,7,1027,0.7,178,6,3,1914,1928,No,Yes,Yes,No,No,10,7,1
1584,17,1.3,No,41,4,1561,0.6,135,10,5,160,1291,No,No,No,Yes,Yes,15,6,1
578,5,2.6,Yes,57,8,1270,0.2,162,15,3,1025,1433,No,Yes,Yes,Yes,Yes,8,2,0
1867,2,2.3,No,9,6,990,0.1,191,6,1,712,1442,No,Yes,Yes,Yes,No,3,0,1
934,9,1.1,No,24,5,1017,0.8,112,12,7,1111,1463,No,No,No,Yes,No,12,7,0
1820,18,1.7,Yes,64,1,574,0.6,161,10,2,1157,1951,Yes,Yes,Yes,No,Yes,3,0,1
798,3,0.6,Yes,21,2,1647,0.5,110,12,2,661,1951,No,Yes,Yes,No,No,12,6,1
1379,19,0.5,Yes,19,8,3912,0.3,134,11,2,387,671,Yes,No,No,Yes,No,17,1,3
1714,19,0.5,Yes,31,2,3707,0.4,120,5,1,287,627,No,No,No,Yes,No,10,7,3
1195,17,2,Yes,23,4,980,0.1,82,13,9,163,1100,No,Yes,Yes,No,No,9,1,0
666,9,0.5,Yes,54,3,1254,0.4,81,15,9,58,1353,Yes,Yes,Yes,Yes,Yes,13,7,0
1462,13,1.7,Yes,25,7,824,0.2,182,15,5,91,1478,No,Yes,No,Yes,Yes,18,1,0
1744,14,1,No,20,8,1205,0.5,112,18,7,68,718,No,Yes,Yes,No,Yes,3,1,1
525,3,2.4,Yes,35,7,1609,0.8,190,16,11,82,670,No,No,No,No,No,20,11,0
1872,8,0.5,No,26,4,2273,0.5,172,8,4,672,1088,No,Yes,Yes,Yes,No,10,5,2
1249,13,0.5,No,55,3,531,0.8,140,18,10,605,1193,Yes,Yes,Yes,Yes,Yes,8,3,0
1902,18,2.8,Yes,50,8,343,0.8,124,11,8,1142,1393,Yes,No,No,No,No,9,6,0
1367,10,2.9,No,56,2,299,0.8,176,6,2,36,642,Yes,No,No,No,No,6,4,0
970,12,1.3,Yes,59,7,3675,0.2,84,12,0,1765,1786,No,No,No,No,Yes,19,5,3
1341,15,2.1,Yes,36,8,2200,0.4,107,18,14,473,574,Yes,No,No,No,Yes,1,0,1
807,2,0.5,No,8,5,1284,0.3,158,17,13,667,697,Yes,No,No,Yes,No,20,9,0
1174,3,0.7,Yes,25,2,285,0.8,91,19,7,1097,1461,No,Yes,Yes,Yes,No,8,1,0
605,8,1.5,No,18,2,2301,0.9,162,15,9,329,656,No,Yes,Yes,No,No,14,9,1
1511,5,2.5,Yes,21,3,3746,0.2,114,10,0,1455,1982,No,Yes,No,No,No,18,3,3
640,18,0.6,No,20,4,2844,0.1,163,7,5,710,1179,Yes,Yes,No,No,No,15,0,2
1054,14,1.1,Yes,38,6,1675,0.4,136,18,4,1097,1222,Yes,Yes,Yes,Yes,No,12,10,1
1783,3,2.9,Yes,42,6,387,0.7,104,14,5,1081,1979,Yes,No,No,No,No,8,2,1
1658,19,1.4,Yes,38,5,2609,0.3,159,12,11,51,739,No,Yes,Yes,No,Yes,0,0,2
625,2,1.9,No,33,1,3801,0.2,191,10,6,431,550,No,Yes,Yes,No,Yes,20,12,2
672,20,0.6,Yes,61,5,1457,0.1,194,14,10,724,1127,No,Yes,No,Yes,Yes,20,13,0
1166,7,1.5,Yes,43,4,3993,0.8,80,7,1,205,603,Yes,Yes,Yes,No,No,1,0,3
1674,6,2.8,Yes,52,3,2030,0.2,89,7,0,1432,1649,No,Yes,Yes,No,No,7,0,2
962,14,1,Yes,2,1,1491,0.9,125,16,2,1618,1916,No,Yes,No,No,No,20,14,1
1617,10,1.3,Yes,30,2,829,0.7,105,9,0,246,1038,No,Yes,Yes,No,Yes,4,3,0
712,4,1.6,No,9,2,3612,0.8,172,13,5,881,1234,No,Yes,Yes,No,Yes,14,6,3
1429,16,0.6,No,42,5,1817,0.9,151,6,1,670,1552,No,Yes,No,No,No,9,8,1
1628,12,1.8,Yes,56,2,3358,0.1,136,17,11,500,1713,Yes,Yes,No,Yes,Yes,13,11,3
1635,2,2.6,Yes,2,4,2315,0.6,182,10,1,1209,1411,Yes,Yes,Yes,No,No,0,0,2
1099,3,0.5,No,61,3,1699,0.3,146,17,10,393,1096,Yes,Yes,Yes,Yes,No,20,13,1
1052,11,0.9,No,6,4,552,0.8,195,6,1,1191,1839,No,No,No,Yes,No,16,1,0
560,7,2,Yes,57,3,2167,0.3,81,11,10,80,1327,No,Yes,Yes,Yes,Yes,12,6,1
922,4,1.5,Yes,35,7,1165,0.9,188,19,6,1016,1383,Yes,Yes,Yes,Yes,No,15,1,0
1188,16,1.4,Yes,9,2,2896,0.6,114,12,11,1339,1558,No,Yes,Yes,Yes,Yes,0,0,3
826,5,2.4,Yes,57,2,1907,0.6,117,15,14,1077,1183,No,Yes,Yes,No,Yes,17,14,1
1403,18,2.5,Yes,62,4,921,0.9,90,14,13,217,1623,No,Yes,No,No,Yes,13,3,0
862,11,0.8,Yes,23,2,278,0.4,165,16,3,793,1758,No,No,No,Yes,Yes,15,3,0
1058,16,1.5,No,19,4,418,0.4,166,9,7,493,1247,No,No,No,Yes,No,14,2,0
1450,9,2.1,No,31,5,794,0.6,114,11,5,1573,1639,Yes,No,No,Yes,No,4,1,1
709,3,2.4,Yes,11,5,3568,0.1,130,16,14,119,1531,No,No,No,Yes,No,11,1,3
1807,7,0.8,Yes,38,8,1069,0.2,97,7,6,1332,1814,No,Yes,Yes,No,No,0,0,1
1702,3,0.5,Yes,2,6,435,0.6,185,12,9,921,1351,Yes,No,No,Yes,Yes,19,8,0
1163,19,1.9,No,2,5,1568,0.9,133,14,0,919,1076,No,Yes,No,No,Yes,20,6,1
794,19,0.5,Yes,2,6,668,0.8,106,13,4,1222,1890,Yes,Yes,Yes,No,Yes,14,0,0
1451,18,0.5,No,57,8,3038,0.6,181,15,7,812,1456,No,Yes,Yes,Yes,Yes,12,5,3
1875,6,0.5,Yes,55,1,2712,0.7,91,7,2,1802,1942,No,Yes,Yes,Yes,Yes,17,11,3
1973,8,0.5,Yes,21,8,1724,0.8,95,12,10,127,507,No,No,No,Yes,Yes,7,3,1
874,15,1.3,No,8,1,582,0.5,185,6,4,442,1248,No,No,No,No,No,20,5,0
1924,16,2.6,No,59,6,3646,0.9,136,10,9,1438,1923,No,Yes,Yes,Yes,No,0,0,3
936,5,2.3,No,57,2,2049,0.2,129,12,8,657,938,Yes,Yes,Yes,No,Yes,6,5,1
1992,10,0.6,Yes,2,1,3206,0.1,141,10,9,649,895,Yes,Yes,No,No,Yes,14,11,3
1981,13,1.9,Yes,45,6,1380,0.3,175,10,1,193,1234,Yes,No,No,No,Yes,18,13,1
1827,7,0.8,No,61,7,2693,0.9,130,8,3,253,1764,Yes,No,No,Yes,Yes,9,4,3
